Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W],Motor Power[W]
12385,210.214684,37.0695335,25.1490448,0.419150747,0.404862895,0.00320866252,326.827813,0.917142319,0.0696838109,0.00845033944
12386,210.214796,37.0693176,25.1389885,0.418983142,0.404701003,0.00320729051,326.827727,0.917142566,0.0696326837,0.00844334852
12387,210.214909,37.0691016,25.1289362,0.418815603,0.404539176,0.00320591912,326.827641,0.917142812,0.0695815926,0.00843636348
12388,210.215021,37.0688857,25.1188879,0.418648132,0.404377413,0.00320454834,326.827554,0.917143059,0.0695305378,0.0084293843
12389,210.215134,37.0686697,25.1088437,0.418480728,0.404215715,0.00320317819,326.827468,0.917143306,0.0694795192,0.00842241097
12390,210.215246,37.0684538,25.0988034,0.41831339,0.404054082,0.00320180865,326.827382,0.917143552,0.0694285367,0.00841544351
12391,210.215358,37.0682378,25.0887672,0.41814612,0.403892513,0.00320043974,326.827295,0.917143799,0.0693775904,0.00840848189
12392,210.21547,37.0680219,25.078735,0.417978916,0.403731009,0.00319907144,326.827209,0.917144046,0.0693266802,0.00840152612
12393,210.215582,37.0678059,25.0687068,0.417811779,0.40356957,0.00319770376,326.827122,0.917144293,0.069275806,0.00839457619
12394,210.215694,37.06759,25.0586826,0.417644709,0.403408195,0.00319633669,326.827036,0.917144539,0.069224968,0.0083876321
12395,210.215806,37.067374,25.0486624,0.417477706,0.403246884,0.00319497025,326.82695,0.917144786,0.0691741659,0.00838069384
12396,210.215918,37.0671581,25.0386462,0.41731077,0.403085639,0.00319360442,326.826863,0.917145033,0.0691233999,0.0083737614
12397,210.21603,37.0669421,25.028634,0.4171439,0.402924457,0.00319223921,326.826777,0.917145279,0.0690726699,0.00836683478
12398,210.216142,37.0667262,25.0186258,0.416977097,0.40276334,0.00319087461,326.82669,0.917145526,0.0690219758,0.00835991398
12399,210.216254,37.0665102,25.0086217,0.416810361,0.402602288,0.00318951063,326.826604,0.917145773,0.0689713177,0.00835299899
12400,210.216366,37.0662943,24.9986215,0.416643692,0.4024413,0.00318814727,326.826518,0.917146019,0.0689206955,0.0083460898
12401,210.216478,37.0660783,24.9886253,0.416477089,0.402280376,0.00318678452,326.826431,0.917146266,0.0688701092,0.00833918642
12402,210.216589,37.0658624,24.9786332,0.416310553,0.402119516,0.00318542239,326.826345,0.917146513,0.0688195587,0.00833228883
12403,210.216701,37.0656464,24.968645,0.416144083,0.401958721,0.00318406087,326.826259,0.917146759,0.0687690441,0.00832539703
12404,210.216813,37.0654305,24.9586608,0.41597768,0.40179799,0.00318269997,326.826172,0.917147006,0.0687185653,0.00831851102
12405,210.216924,37.0652145,24.9486806,0.415811343,0.401637324,0.00318133968,326.826086,0.917147253,0.0686681224,0.00831163078
12406,210.217036,37.0649986,24.9387044,0.415645073,0.401476722,0.00317998,326.825999,0.9171475,0.0686177151,0.00830475633
12407,210.217147,37.0647826,24.9287322,0.41547887,0.401316184,0.00317862094,326.825913,0.917147746,0.0685673437,0.00829788764
12408,210.217259,37.0645667,24.918764,0.415312733,0.40115571,0.00317726249,326.825827,0.917147993,0.0685170079,0.00829102472
12409,210.21737,37.0643507,24.9087997,0.415146662,0.4009953,0.00317590466,326.82574,0.91714824,0.0684667079,0.00828416756
12410,210.217482,37.0641348,24.8988395,0.414980658,0.400834954,0.00317454743,326.825654,0.917148486,0.0684164435,0.00827731616
12411,210.217593,37.0639188,24.8888832,0.41481472,0.400674673,0.00317319082,326.825568,0.917148733,0.0683662148,0.00827047051
12412,210.217704,37.0637029,24.8789309,0.414648848,0.400514456,0.00317183483,326.825481,0.91714898,0.0683160217,0.0082636306
12413,210.217815,37.0634869,24.8689826,0.414483043,0.400354302,0.00317047944,326.825395,0.917149226,0.0682658642,0.00825679644
12414,210.217927,37.063271,24.8590383,0.414317304,0.400194213,0.00316912467,326.825308,0.917149473,0.0682157422,0.00824996801
12415,210.218038,37.063055,24.8490979,0.414151632,0.400034188,0.0031677705,326.825222,0.91714972,0.0681656559,0.00824314531
12416,210.218149,37.0628391,24.8391615,0.413986025,0.399874227,0.00316641695,326.825136,0.917149967,0.068115605,0.00823632834
12417,210.21826,37.0626231,24.8292291,0.413820485,0.399714329,0.00316506401,326.825049,0.917150213,0.0680655897,0.00822951709
12418,210.218371,37.0624072,24.8193007,0.413655011,0.399554496,0.00316371168,326.824963,0.91715046,0.0680156098,0.00822271156
12419,210.218482,37.0621912,24.8093762,0.413489603,0.399394727,0.00316235996,326.824876,0.917150707,0.0679656654,0.00821591174
12420,210.218593,37.0619753,24.7994557,0.413324262,0.399235021,0.00316100885,326.82479,0.917150953,0.0679157565,0.00820911762
12421,210.218704,37.0617593,24.7895392,0.413158986,0.399075379,0.00315965835,326.824704,0.9171512,0.0678658829,0.00820232921
12422,210.218814,37.0615434,24.7796266,0.412993777,0.398915801,0.00315830845,326.824617,0.917151447,0.0678160448,0.0081955465
12423,210.218925,37.0613274,24.769718,0.412828633,0.398756287,0.00315695917,326.824531,0.917151693,0.0677662419,0.00818876947
12424,210.219036,37.0611115,24.7598134,0.412663556,0.398596837,0.0031556105,326.824445,0.91715194,0.0677164745,0.00818199814
12425,210.219147,37.0608955,24.7499127,0.412498545,0.398437451,0.00315426243,326.824358,0.917152187,0.0676667423,0.00817523249
12426,210.219257,37.0606796,24.740016,0.412333599,0.398278128,0.00315291497,326.824272,0.917152434,0.0676170454,0.00816847251
12427,210.219368,37.0604636,24.7301232,0.41216872,0.398118869,0.00315156812,326.824185,0.91715268,0.0675673838,0.00816171821
12428,210.219479,37.0602477,24.7202344,0.412003906,0.397959673,0.00315022188,326.824099,0.917152927,0.0675177575,0.00815496958
12429,210.219589,37.0600317,24.7103495,0.411839159,0.397800542,0.00314887624,326.824013,0.917153174,0.0674681663,0.00814822661
12430,210.2197,37.0598157,24.7004686,0.411674477,0.397641474,0.00314753121,326.823926,0.91715342,0.0674186104,0.00814148929
12431,210.21981,37.0595998,24.6905917,0.411509861,0.397482469,0.00314618679,326.82384,0.917153667,0.0673690896,0.00813475763
12432,210.21992,37.0593838,24.6807187,0.411345311,0.397323528,0.00314484297,326.823754,0.917153914,0.067319604,0.00812803162
12433,210.220031,37.0591679,24.6708496,0.411180827,0.397164651,0.00314349976,326.823667,0.917154161,0.0672701534,0.00812131125
12434,210.220141,37.0589519,24.6609845,0.411016408,0.397005837,0.00314215715,326.823581,0.917154407,0.067220738,0.00811459653
12435,210.220251,37.058736,24.6511233,0.410852056,0.396847087,0.00314081515,326.823494,0.917154654,0.0671713577,0.00810788743
12436,210.220361,37.05852,24.6412661,0.410687769,0.3966884,0.00313947376,326.823408,0.917154901,0.0671220124,0.00810118397
12437,210.220472,37.0583041,24.6314128,0.410523547,0.396529776,0.00313813297,326.823322,0.917155147,0.0670727021,0.00809448613
12438,210.220582,37.0580881,24.6215635,0.410359392,0.396371216,0.00313679278,326.823235,0.917155394,0.0670234269,0.00808779391
12439,210.220692,37.0578722,24.6117181,0.410195302,0.39621272,0.0031354532,326.823149,0.917155641,0.0669741866,0.0080811073
12440,210.220802,37.0576562,24.6018766,0.410031277,0.396054287,0.00313411422,326.823062,0.917155887,0.0669249812,0.0080744263
12441,210.220912,37.0574403,24.5920391,0.409867319,0.395895917,0.00313277585,326.822976,0.917156134,0.0668758108,0.00806775091
12442,210.221022,37.0572243,24.5822055,0.409703425,0.39573761,0.00313143808,326.82289,0.917156381,0.0668266754,0.00806108112
12443,210.221132,37.0570084,24.5723759,0.409539598,0.395579367,0.00313010091,326.822803,0.917156628,0.0667775747,0.00805441693
12444,210.221242,37.0567924,24.5625501,0.409375835,0.395421187,0.00312876434,326.822717,0.917156874,0.066728509,0.00804775832
12445,210.221351,37.0565765,24.5527283,0.409212139,0.395263071,0.00312742838,326.822631,0.917157121,0.0666794781,0.0080411053
12446,210.221461,37.0563605,24.5429105,0.409048508,0.395105017,0.00312609302,326.822544,0.917157368,0.066630482,0.00803445786
12447,210.221571,37.0561446,24.5330965,0.408884942,0.394947027,0.00312475826,326.822458,0.917157614,0.0665815207,0.008027816
12448,210.221681,37.0559286,24.5232865,0.408721441,0.3947891,0.0031234241,326.822371,0.917157861,0.0665325942,0.00802117971
12449,210.22179,37.0557127,24.5134804,0.408558006,0.394631236,0.00312209055,326.822285,0.917158108,0.0664837024,0.00801454899
12450,210.2219,37.0554967,24.5036782,0.408394637,0.394473435,0.00312075759,326.822199,0.917158355,0.0664348453,0.00800792383
12451,210.222009,37.0552808,24.4938799,0.408231332,0.394315697,0.00311942524,326.822112,0.917158601,0.0663860229,0.00800130423
12452,210.222119,37.0550648,24.4840856,0.408068093,0.394158023,0.00311809348,326.822026,0.917158848,0.0663372352,0.00799469018
12453,210.222228,37.0548489,24.4742952,0.407904919,0.394000411,0.00311676233,326.82194,0.917159095,0.0662884821,0.00798808168
12454,210.222338,37.0546329,24.4645086,0.407741811,0.393842862,0.00311543177,326.821853,0.917159341,0.0662397637,0.00798147872
12455,210.222447,37.054417,24.454726,0.407578767,0.393685377,0.00311410181,326.821767,0.917159588,0.0661910799,0.0079748813
12456,210.222557,37.054201,24.4449474,0.407415789,0.393527954,0.00311277246,326.82168,0.917159835,0.0661424306,0.00796828941
12457,210.222666,37.0539851,24.4351726,0.407252876,0.393370595,0.0031114437,326.821594,0.917160082,0.0660938159,0.00796170305
12458,210.222775,37.0537691,24.4254017,0.407090028,0.393213298,0.00311011554,326.821508,0.917160328,0.0660452357,0.00795512222
12459,210.222884,37.0535532,24.4156347,0.406927246,0.393056064,0.00310878798,326.821421,0.917160575,0.0659966901,0.0079485469
12460,210.222993,37.0533372,24.4058717,0.406764528,0.392898893,0.00310746102,326.821335,0.917160822,0.0659481789,0.0079419771
12461,210.223103,37.0531213,24.3961125,0.406601876,0.392741785,0.00310613465,326.821249,0.917161068,0.0658997022,0.00793541281
12462,210.223212,37.0529053,24.3863573,0.406439288,0.39258474,0.00310480888,326.821162,0.917161315,0.0658512599,0.00792885403
12463,210.223321,37.0526894,24.3766059,0.406276766,0.392427757,0.00310348371,326.821076,0.917161562,0.065802852,0.00792230075
12464,210.22343,37.0524734,24.3668585,0.406114308,0.392270837,0.00310215914,326.820989,0.917161809,0.0657544786,0.00791575296
12465,210.223539,37.0522575,24.3571149,0.405951916,0.392113981,0.00310083516,326.820903,0.917162055,0.0657061394,0.00790921066
12466,210.223647,37.0520415,24.3473753,0.405789588,0.391957186,0.00309951178,326.820817,0.917162302,0.0656578347,0.00790267385
12467,210.223756,37.0518255,24.3376395,0.405627325,0.391800455,0.00309818899,326.82073,0.917162549,0.0656095642,0.00789614252
12468,210.223865,37.0516096,24.3279076,0.405465127,0.391643786,0.0030968668,326.820644,0.917162795,0.0655613281,0.00788961667
12469,210.223974,37.0513936,24.3181797,0.405302994,0.39148718,0.00309554521,326.820557,0.917163042,0.0655131262,0.00788309629
12470,210.224083,37.0511777,24.3084556,0.405140926,0.391330636,0.00309422421,326.820471,0.917163289,0.0654649586,0.00787658138
12471,210.224191,37.0509617,24.2987354,0.404978923,0.391174155,0.0030929038,326.820385,0.917163536,0.0654168252,0.00787007193
12472,210.2243,37.0507458,24.2890191,0.404816984,0.391017736,0.00309158399,326.820298,0.917163782,0.065368726,0.00786356794
12473,210.224409,37.0505298,24.2793066,0.404655111,0.390861381,0.00309026478,326.820212,0.917164029,0.065320661,0.00785706941
12474,210.224517,37.0503139,24.2695981,0.404493301,0.390705087,0.00308894615,326.820126,0.917164276,0.0652726301,0.00785057632
12475,210.224626,37.0500979,24.2598934,0.404331557,0.390548856,0.00308762812,326.820039,0.917164522,0.0652246334,0.00784408868
12476,210.224734,37.049882,24.2501926,0.404169877,0.390392688,0.00308631069,326.819953,0.917164769,0.0651766708,0.00783760648
12477,210.224842,37.049666,24.2404957,0.404008262,0.390236582,0.00308499385,326.819866,0.917165016,0.0651287423,0.00783112971
12478,210.224951,37.0494501,24.2308027,0.403846712,0.390080538,0.0030836776,326.81978,0.917165263,0.0650808478,0.00782465837
12479,210.225059,37.0492341,24.2211136,0.403685226,0.389924557,0.00308236194,326.819694,0.917165509,0.0650329874,0.00781819246
12480,210.225167,37.0490182,24.2114283,0.403523805,0.389768638,0.00308104687,326.819607,0.917165756,0.064985161,0.00781173197
12481,210.225276,37.0488022,24.2017469,0.403362448,0.389612782,0.0030797324,326.819521,0.917166003,0.0649373686,0.00780527689
12482,210.225384,37.0485863,24.1920694,0.403201156,0.389456988,0.00307841852,326.819435,0.917166249,0.0648896102,0.00779882723
12483,210.225492,37.0483703,24.1823957,0.403039928,0.389301256,0.00307710523,326.819348,0.917166496,0.0648418857,0.00779238298
12484,210.2256,37.0481544,24.1727259,0.402878765,0.389145586,0.00307579253,326.819262,0.917166743,0.0647941952,0.00778594413
12485,210.225708,37.0479384,24.16306,0.402717666,0.388989979,0.00307448042,326.819175,0.91716699,0.0647465385,0.00777951067
12486,210.225816,37.0477225,24.1533979,0.402556632,0.388834434,0.0030731689,326.819089,0.917167236,0.0646989158,0.00777308261
12487,210.225924,37.0475065,24.1437397,0.402395662,0.388678951,0.00307185797,326.819003,0.917167483,0.0646513268,0.00776665994
12488,210.226032,37.0472906,24.1340854,0.402234756,0.38852353,0.00307054763,326.818916,0.91716773,0.0646037718,0.00776024265
12489,210.22614,37.0470746,24.1244349,0.402073915,0.388368172,0.00306923788,326.81883,0.917167977,0.0645562505,0.00775383074
12490,210.226248,37.0468587,24.1147883,0.401913138,0.388212875,0.00306792872,326.818743,0.917168223,0.064508763,0.00774742421
12491,210.226356,37.0466427,24.1051455,0.401752425,0.388057641,0.00306662015,326.818657,0.91716847,0.0644613093,0.00774102305
12492,210.226464,37.0464267,24.0955066,0.401591777,0.387902469,0.00306531217,326.818571,0.917168717,0.0644138893,0.00773462725
12493,210.226571,37.0462108,24.0858716,0.401431193,0.387747359,0.00306400477,326.818484,0.917168963,0.0643665031,0.00772823682
12494,210.226679,37.0459948,24.0762404,0.401270673,0.38759231,0.00306269797,326.818398,0.91716921,0.0643191505,0.00772185174
12495,210.226787,37.0457789,24.066613,0.401110217,0.387437324,0.00306139175,326.818312,0.917169457,0.0642718317,0.00771547201
12496,210.226894,37.0455629,24.0569895,0.400949826,0.3872824,0.00306008612,326.818225,0.917169704,0.0642245464,0.00770909763
12497,210.227002,37.045347,24.0473699,0.400789498,0.387127538,0.00305878107,326.818139,0.91716995,0.0641772948,0.00770272859
12498,210.227109,37.045131,24.0377541,0.400629235,0.386972737,0.00305747662,326.818052,0.917170197,0.0641300768,0.0076963649
12499,210.227217,37.0449151,24.0281421,0.400469035,0.386817999,0.00305617275,326.817966,0.917170444,0.0640828924,0.00769000653
12500,210.227324,37.0446991,24.018534,0.4003089,0.386663322,0.00305486946,326.81788,0.917170691,0.0640357416,0.0076836535
12501,210.227432,37.0444832,24.0089297,0.400148829,0.386508707,0.00305356676,326.817793,0.917170937,0.0639886243,0.00767730579
12502,210.227539,37.0442672,23.9993293,0.399988822,0.386354155,0.00305226465,326.817707,0.917171184,0.0639415405,0.00767096339
12503,210.227646,37.0440513,23.9897327,0.399828879,0.386199663,0.00305096313,326.817621,0.917171431,0.0638944901,0.00766462632
12504,210.227754,37.0438353,23.98014,0.399668999,0.386045234,0.00304966219,326.817534,0.917171677,0.0638474733,0.00765829456
12505,210.227861,37.0436194,23.970551,0.399509184,0.385890867,0.00304836183,326.817448,0.917171924,0.0638004899,0.0076519681
12506,210.227968,37.0434034,23.960966,0.399349433,0.385736561,0.00304706206,326.817361,0.917172171,0.0637535399,0.00764564694
12507,210.228075,37.0431875,23.9513847,0.399189745,0.385582316,0.00304576287,326.817275,0.917172418,0.0637066233,0.00763933109
12508,210.228182,37.0429715,23.9418073,0.399030122,0.385428134,0.00304446427,326.817189,0.917172664,0.0636597401,0.00763302052
12509,210.228289,37.0427556,23.9322337,0.398870562,0.385274013,0.00304316625,326.817102,0.917172911,0.0636128903,0.00762671524
12510,210.228396,37.0425396,23.9226639,0.398711066,0.385119954,0.00304186881,326.817016,0.917173158,0.0635660738,0.00762041525
12511,210.228503,37.0423236,23.913098,0.398551633,0.384965956,0.00304057196,326.816929,0.917173405,0.0635192906,0.00761412054
12512,210.22861,37.0421077,23.9035359,0.398392265,0.38481202,0.00303927569,326.816843,0.917173651,0.0634725407,0.0076078311
12513,210.228717,37.0418917,23.8939776,0.39823296,0.384658146,0.00303798,326.816757,0.917173898,0.063425824,0.00760154693
12514,210.228824,37.0416758,23.8844231,0.398073719,0.384504333,0.0030366849,326.81667,0.917174145,0.0633791406,0.00759526803
12515,210.228931,37.0414598,23.8748725,0.397914542,0.384350581,0.00303539038,326.816584,0.917174391,0.0633324904,0.00758899438
12516,210.229037,37.0412439,23.8653257,0.397755428,0.384196892,0.00303409643,326.816498,0.917174638,0.0632858734,0.007582726
12517,210.229144,37.0410279,23.8557827,0.397596378,0.384043263,0.00303280308,326.816411,0.917174885,0.0632392896,0.00757646287
12518,210.229251,37.040812,23.8462435,0.397437391,0.383889696,0.0030315103,326.816325,0.917175132,0.0631927389,0.00757020498
12519,210.229357,37.040596,23.8367081,0.397278468,0.38373619,0.0030302181,326.816238,0.917175378,0.0631462214,0.00756395234
12520,210.229464,37.0403801,23.8271765,0.397119609,0.383582746,0.00302892648,326.816152,0.917175625,0.0630997369,0.00755770494
12521,210.22957,37.0401641,23.8176488,0.396960813,0.383429363,0.00302763545,326.816066,0.917175872,0.0630532856,0.00755146277
12522,210.229677,37.0399482,23.8081248,0.39680208,0.383276041,0.00302634499,326.815979,0.917176119,0.0630068673,0.00754522583
12523,210.229783,37.0397322,23.7986047,0.396643411,0.383122781,0.00302505511,326.815893,0.917176365,0.062960482,0.00753899412
12524,210.22989,37.0395163,23.7890884,0.396484806,0.382969582,0.00302376582,326.815807,0.917176612,0.0629141298,0.00753276763
12525,210.229996,37.0393003,23.7795758,0.396326264,0.382816444,0.0030224771,326.81572,0.917176859,0.0628678105,0.00752654635
12526,210.230102,37.0390843,23.7700671,0.396167785,0.382663368,0.00302118896,326.815634,0.917177105,0.0628215242,0.00752033029
12527,210.230209,37.0388684,23.7605622,0.39600937,0.382510353,0.0030199014,326.815547,0.917177352,0.0627752709,0.00751411944
12528,210.230315,37.0386524,23.7510611,0.395851018,0.382357398,0.00301861442,326.815461,0.917177599,0.0627290505,0.00750791378
12529,210.230421,37.0384365,23.7415638,0.395692729,0.382204505,0.00301732802,326.815375,0.917177846,0.062682863,0.00750171333
12530,210.230527,37.0382205,23.7320702,0.395534504,0.382051674,0.00301604219,326.815288,0.917178092,0.0626367084,0.00749551807
12531,210.230633,37.0380046,23.7225805,0.395376342,0.381898903,0.00301475694,326.815202,0.917178339,0.0625905866,0.007489328
12532,210.230739,37.0377886,23.7130946,0.395218243,0.381746193,0.00301347227,326.815115,0.917178586,0.0625444977,0.00748314312
12533,210.230845,37.0375727,23.7036124,0.395060207,0.381593545,0.00301218818,326.815029,0.917178833,0.0624984416,0.00747696342
12534,210.230951,37.0373567,23.6941341,0.394902235,0.381440957,0.00301090466,326.814943,0.917179079,0.0624524183,0.00747078889
12535,210.231057,37.0371408,23.6846595,0.394744326,0.381288431,0.00300962172,326.814856,0.917179326,0.0624064277,0.00746461954
12536,210.231163,37.0369248,23.6751888,0.394586479,0.381135965,0.00300833936,326.81477,0.917179573,0.0623604699,0.00745845535
12537,210.231269,37.0367089,23.6657218,0.394428696,0.380983561,0.00300705757,326.814684,0.91717982,0.0623145448,0.00745229633
12538,210.231375,37.0364929,23.6562586,0.394270977,0.380831217,0.00300577636,326.814597,0.917180066,0.0622686525,0.00744614246
12539,210.231481,37.036277,23.6467992,0.39411332,0.380678934,0.00300449572,326.814511,0.917180313,0.0622227928,0.00743999375
12540,210.231586,37.036061,23.6373436,0.393955726,0.380526713,0.00300321566,326.814424,0.91718056,0.0621769657,0.00743385019
12541,210.231692,37.035845,23.6278917,0.393798195,0.380374552,0.00300193617,326.814338,0.917180807,0.0621311713,0.00742771178
12542,210.231798,37.0356291,23.6184436,0.393640727,0.380222451,0.00300065726,326.814252,0.917181053,0.0620854096,0.00742157851
12543,210.231903,37.0354131,23.6089994,0.393483323,0.380070412,0.00299937892,326.814165,0.9171813,0.0620396804,0.00741545037
12544,210.232009,37.0351972,23.5995588,0.393325981,0.379918434,0.00299810115,326.814079,0.917181547,0.0619939837,0.00740932737
12545,210.232114,37.0349812,23.5901221,0.393168702,0.379766516,0.00299682396,326.813992,0.917181793,0.0619483196,0.00740320949
12546,210.23222,37.0347653,23.5806891,0.393011486,0.379614659,0.00299554734,326.813906,0.91718204,0.0619026881,0.00739709674
12547,210.232325,37.0345493,23.5712599,0.392854332,0.379462863,0.0029942713,326.81382,0.917182287,0.061857089,0.00739098911
12548,210.232431,37.0343334,23.5618345,0.392697242,0.379311127,0.00299299582,326.813733,0.917182534,0.0618115225,0.00738488659
12549,210.232536,37.0341174,23.5524129,0.392540214,0.379159452,0.00299172092,326.813647,0.91718278,0.0617659884,0.00737878918
12550,210.232641,37.0339015,23.542995,0.39238325,0.379007838,0.0029904466,326.813561,0.917183027,0.0617204867,0.00737269688
12551,210.232746,37.0336855,23.5335809,0.392226348,0.378856285,0.00298917284,326.813474,0.917183274,0.0616750174,0.00736660969
12552,210.232852,37.0334696,23.5241705,0.392069508,0.378704792,0.00298789966,326.813388,0.917183521,0.0616295805,0.00736052759
12553,210.232957,37.0332536,23.5147639,0.391912732,0.378553359,0.00298662704,326.813301,0.917183767,0.061584176,0.00735445058
12554,210.233062,37.0330376,23.5053611,0.391756018,0.378401987,0.002985355,326.813215,0.917184014,0.0615388039,0.00734837866
12555,210.233167,37.0328217,23.495962,0.391599367,0.378250676,0.00298408353,326.813129,0.917184261,0.0614934641,0.00734231183
12556,210.233272,37.0326057,23.4865667,0.391442778,0.378099425,0.00298281263,326.813042,0.917184508,0.0614481565,0.00733625007
12557,210.233377,37.0323898,23.4771751,0.391286252,0.377948235,0.0029815423,326.812956,0.917184754,0.0614028813,0.00733019339
12558,210.233482,37.0321738,23.4677873,0.391129789,0.377797105,0.00298027254,326.81287,0.917185001,0.0613576383,0.00732414179
12559,210.233587,37.0319579,23.4584033,0.390973388,0.377646035,0.00297900335,326.812783,0.917185248,0.0613124276,0.00731809525
12560,210.233692,37.0317419,23.449023,0.39081705,0.377495026,0.00297773473,326.812697,0.917185495,0.061267249,0.00731205377
12561,210.233797,37.031526,23.4396464,0.390660774,0.377344078,0.00297646668,326.81261,0.917185741,0.0612221027,0.00730601735
12562,210.233902,37.03131,23.4302736,0.390504561,0.377193189,0.00297519919,326.812524,0.917185988,0.0611769885,0.00729998599
12563,210.234006,37.0310941,23.4209046,0.39034841,0.377042361,0.00297393228,326.812438,0.917186235,0.0611319065,0.00729395968
12564,210.234111,37.0308781,23.4115393,0.390192322,0.376891594,0.00297266594,326.812351,0.917186482,0.0610868567,0.00728793841
12565,210.234216,37.0306622,23.4021777,0.390036296,0.376740886,0.00297140016,326.812265,0.917186728,0.0610418389,0.00728192218
12566,210.23432,37.0304462,23.3928199,0.389880332,0.376590239,0.00297013495,326.812178,0.917186975,0.0609968532,0.00727591099
12567,210.234425,37.0302302,23.3834659,0.389724431,0.376439652,0.0029688703,326.812092,0.917187222,0.0609518996,0.00726990483
12568,210.234529,37.0300143,23.3741155,0.389568592,0.376289126,0.00296760623,326.812006,0.917187469,0.060906978,0.0072639037
12569,210.234634,37.0297983,23.3647689,0.389412816,0.376138659,0.00296634272,326.811919,0.917187715,0.0608620884,0.0072579076
12570,210.234738,37.0295824,23.3554261,0.389257101,0.375988253,0.00296507978,326.811833,0.917187962,0.0608172308,0.00725191652
12571,210.234843,37.0293664,23.346087,0.389101449,0.375837907,0.0029638174,326.811747,0.917188209,0.0607724052,0.00724593045
12572,210.234947,37.0291505,23.3367516,0.38894586,0.375687621,0.0029625556,326.81166,0.917188456,0.0607276116,0.00723994939
12573,210.235052,37.0289345,23.3274199,0.388790332,0.375537395,0.00296129435,326.811574,0.917188702,0.0606828499,0.00723397334
12574,210.235156,37.0287186,23.318092,0.388634867,0.375387229,0.00296003368,326.811487,0.917188949,0.0606381201,0.00722800229
12575,210.23526,37.0285026,23.3087678,0.388479464,0.375237123,0.00295877356,326.811401,0.917189196,0.0605934221,0.00722203624
12576,210.235364,37.0282867,23.2994474,0.388324123,0.375087077,0.00295751402,326.811315,0.917189443,0.0605487561,0.00721607518
12577,210.235468,37.0280707,23.2901306,0.388168844,0.374937091,0.00295625503,326.811228,0.917189689,0.0605041219,0.00721011912
12578,210.235573,37.0278547,23.2808176,0.388013627,0.374787165,0.00295499662,326.811142,0.917189936,0.0604595195,0.00720416804
12579,210.235677,37.0276388,23.2715083,0.387858472,0.374637299,0.00295373876,326.811056,0.917190183,0.0604149489,0.00719822194
12580,210.235781,37.0274228,23.2622028,0.387703379,0.374487493,0.00295248147,326.810969,0.91719043,0.0603704101,0.00719228081
12581,210.235885,37.0272069,23.2529009,0.387548349,0.374337747,0.00295122475,326.810883,0.917190676,0.0603259031,0.00718634467
12582,210.235989,37.0269909,23.2436028,0.38739338,0.374188061,0.00294996858,326.810796,0.917190923,0.0602814278,0.00718041348
12583,210.236093,37.026775,23.2343084,0.387238473,0.374038435,0.00294871298,326.81071,0.91719117,0.0602369842,0.00717448727
12584,210.236197,37.026559,23.2250177,0.387083628,0.373888868,0.00294745795,326.810624,0.917191417,0.0601925723,0.00716856601
12585,210.2363,37.0263431,23.2157307,0.386928845,0.373739362,0.00294620347,326.810537,0.917191663,0.0601481921,0.00716264971
12586,210.236404,37.0261271,23.2064475,0.386774124,0.373589915,0.00294494956,326.810451,0.91719191,0.0601038435,0.00715673837
12587,210.236508,37.0259112,23.1971679,0.386619465,0.373440528,0.00294369621,326.810364,0.917192157,0.0600595265,0.00715083196
12588,210.236612,37.0256952,23.1878921,0.386464868,0.3732912,0.00294244342,326.810278,0.917192404,0.0600152412,0.00714493051
12589,210.236715,37.0254792,23.17862,0.386310333,0.373141932,0.00294119119,326.810192,0.91719265,0.0599709874,0.00713903399
12590,210.236819,37.0252633,23.1693515,0.386155859,0.372992724,0.00293993953,326.810105,0.917192897,0.0599267653,0.00713314241
12591,210.236923,37.0250473,23.1600868,0.386001447,0.372843576,0.00293868842,326.810019,0.917193144,0.0598825746,0.00712725575
12592,210.237026,37.0248314,23.1508258,0.385847097,0.372694487,0.00293743788,326.809933,0.917193391,0.0598384155,0.00712137403
12593,210.23713,37.0246154,23.1415685,0.385692808,0.372545458,0.0029361879,326.809846,0.917193637,0.0597942878,0.00711549722
12594,210.237233,37.0243995,23.1323149,0.385538582,0.372396489,0.00293493847,326.80976,0.917193884,0.0597501917,0.00710962534
12595,210.237336,37.0241835,23.123065,0.385384416,0.372247579,0.00293368961,326.809673,0.917194131,0.059706127,0.00710375836
12596,210.23744,37.0239676,23.1138188,0.385230313,0.372098728,0.0029324413,326.809587,0.917194378,0.0596620937,0.0070978963
12597,210.237543,37.0237516,23.1045763,0.385076271,0.371949937,0.00293119356,326.809501,0.917194624,0.0596180919,0.00709203914
12598,210.237646,37.0235357,23.0953375,0.384922291,0.371801206,0.00292994637,326.809414,0.917194871,0.0595741214,0.00708618689
12599,210.23775,37.0233197,23.0861023,0.384768372,0.371652534,0.00292869975,326.809328,0.917195118,0.0595301823,0.00708033953
12600,210.237853,37.0231037,23.0768709,0.384614515,0.371503921,0.00292745368,326.809241,0.917195365,0.0594862746,0.00707449706
12601,210.237956,37.0228878,23.0676432,0.38446072,0.371355368,0.00292620817,326.809155,0.917195611,0.0594423982,0.00706865948
12602,210.238059,37.0226718,23.0584191,0.384306986,0.371206875,0.00292496321,326.809069,0.917195858,0.0593985531,0.00706282679
